"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f29435",2022-03-24,"4500252967","17","po lighting mexico","n61506768 kit n61506768",240,"carton kit carton","posted","Kits de Empaque"
"f29435",2022-03-24,"4500252967","17","po lighting mexico","n61506747 n61507747 kit",70,"carton kit carton","posted","Kits de Empaque"
"f29435",2022-03-24,"4500252967","17","po lighting mexico","n61506310 n61506310 kit",10,"carton kit carton","posted","Kits de Empaque"
"f29435",2022-03-24,"4500252967","17","po lighting mexico","n61506397 n61506397",15,"carton kit carton","posted","Otros"
"f29435",2022-03-24,"4500252967","17","po lighting mexico","n61506380 n61506380 kit",48,"carton kit carton","posted","Kits de Empaque"
"f29436",2022-03-24,"4500250070","17","po lighting mexico","n61506646 n61506646 celda armada",42,"carton producto terminado carton","posted","Otros"
"f29436",2022-03-24,"4500250070","17","po lighting mexico","n61506571 n61506571 caja",42,"carton producto terminado carton","posted","Empaques Primarios"
"f29437",2022-03-24,"4500980364","26","stabilus","754549 fs 30 99 0000 00 000 inserto box 754549 mopar box 754549 mopar",19,"carton producto terminado carton","posted","Empaques Primarios"
"f29438",2022-03-24,"4500984719","26","stabilus","754549 fs 30 99 0000 00 000 inserto box 754549 mopar box 754549 mopar",200,"carton producto terminado carton","posted","Empaques Primarios"
"f29439",2022-03-24,"4500991469","26","stabilus","754549 fs 30 99 0000 00 000 inserto box 754549 mopar box 754549 mopar",44,"carton producto terminado carton","posted","Empaques Primarios"
"f29439",2022-03-24,"4500991469","26","stabilus","734453 fs 30 0000 00 000 inserto insert 734453 mopar 14303 mopar 734453 inserto",195,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29440",2022-03-24,"4500991470","26","stabilus","6587rj fs 30 99 0000 00 000 carton corrugado lid 6587rj 14455 6587rj stabomat separador",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29440",2022-03-24,"4500991470","26","stabilus","734453 fs 30 0000 00 000 inserto insert 734453 mopar 14303 mopar 734453 inserto",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29441",2022-03-24,"4501000323","26","stabilus","2067wo as 30 99 0000 00 000 tapa box 2067wo box 2067wo",40,"carton producto terminado carton","posted","Empaques Primarios"
"f29441",2022-03-24,"4501000323","26","stabilus","734453 fs 30 0000 00 000 inserto insert 734453 mopar 14303 mopar 734453 inserto",36,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29442",2022-03-24,"4501007121","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",610,"carton producto terminado carton","posted","Empaques Primarios"
"f29443",2022-03-24,"4501010389","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",200,"carton producto terminado carton","posted","Materiales de Protección"
"f29443",2022-03-24,"4501010389","26","stabilus","358268 fs 30 99 0000 00 000 carton box 358268 box 358268",102,"carton kit carton","posted","Empaques Primarios"
"f29444",2022-03-24,"4501013529","26","stabilus","358268 fs 30 99 0000 00 000 carton box 358268 box 358268",103,"carton kit carton","posted","Empaques Primarios"
"f29444",2022-03-24,"4501013529","26","stabilus","048541 fs 30 99 0000 00 000 carton box 048541 imc 120 048541 imc 120 caja sm",30,"carton producto terminado carton","posted","Empaques Primarios"
"f29445",2022-03-24,"4501020741","26","stabilus","734949 fs 30 99 0000 00 000 carton kit 734949 kit st92",2,"carton kit carton","posted","Kits de Empaque"
"f29445",2022-03-24,"4501020741","26","stabilus","500033 as 30 99 0000 00 000 inserto inserto ford china 500033 17397 500033 ford china inserto",327,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29446",2022-03-24,"4501024657","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",1461,"carton producto terminado carton","posted","Empaques Primarios"
"f29446",2022-03-24,"4501024657","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",160,"carton producto terminado carton","posted","Empaques Primarios"
"f29446",2022-03-24,"4501024657","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",840,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29446",2022-03-24,"4501024657","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",5,"carton producto terminado carton","posted","Empaques Primarios"
"f29447",2022-03-24,"4501024685","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",350,"carton producto terminado carton","posted","Materiales de Protección"
"f29447",2022-03-24,"4501024685","26","stabilus","357790 fs 30 99 0000 00 000 carton box 357790 box 357790",250,"carton kit carton","posted","Empaques Primarios"
"f29447",2022-03-24,"4501024685","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",6,"carton kit carton","posted","Empaques Primarios"
"f29447",2022-03-24,"4501024685","26","stabilus","938830 fs 30 99 0000 00 000 carton size 24 13877 24 caja terminada",261,"carton producto terminado carton","posted","Empaques Primarios"
"f29447",2022-03-24,"4501024685","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",20,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","734949 fs 30 99 0000 00 000 carton kit 734949 kit st92",8,"carton kit carton","posted","Kits de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","427623 as 30 99 0000 00 000 carton box tmc 150 tesla box tmc 150 tesla",150,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","357790 fs 30 99 0000 00 000 carton box 357790 box 357790",300,"carton kit carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",1630,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","938830 fs 30 99 0000 00 000 carton size 24 13877 24 caja terminada",1070,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","939069 fs 30 99 0000 00 000 carton box 939069 34 15676 34 caja terminada",1160,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",390,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",200,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",250,"carton producto terminado carton","posted","Materiales de Protección"
"f29448",2022-03-24,"5500114659","26","stabilus","429057 as 30 99 0000 00 000 inserto inserto vw chattanooga 16110 chattanooga st1 charola armada",220,"carton producto terminado carton","posted","Componentes de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","425950 as 30 99 0000 00 000 carton box 121507 alternate fca box 121507 alternate fca",80,"carton kit carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","3899vh fs 30 99 0000 00 000 carton box 3899vh 13867 vh 3899 caja",100,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",500,"carton producto terminado carton","posted","Materiales de Protección"
"f29448",2022-03-24,"5500114659","26","stabilus","2067wo as 30 99 0000 00 000 tapa box 2067wo box 2067wo",50,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","3895va fs 30 99 0000 00 000 carton corrugado pad 3895va large va 3895 large pad",300,"carton producto terminado carton","posted","Materiales de Protección"
"f29448",2022-03-24,"5500114659","26","stabilus","358268 fs 30 99 0000 00 000 carton box 358268 box 358268",50,"carton kit carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","446265 as 30 99 0000 00 000 capa intermedia pad 43x36 daimler 14454 daimler tmc pad 43 x 36",150,"carton producto terminado carton","posted","Materiales de Protección"
"f29448",2022-03-24,"5500114659","26","stabilus","2065wy as 30 99 0000 00 000 tapa box 2064wy box 2064wy",50,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","427145 as 30 99 0000 00 000 carton kit toyota japonplanta 1 empaque toyota japan",12,"carton kit carton","posted","Kits de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","3902vi fs 30 99 0000 00 000 fondo box 3902vi box 3902vi",78,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","3904vz fs 30 99 0000 00 000 tapa box 3904vz box 3904vz",97,"carton producto terminado carton","posted","Empaques Primarios"
"f29448",2022-03-24,"5500114659","26","stabilus","454630 as 30 99 0000 00 000 carton 241 b kit 241b export kit",36,"carton kit carton","posted","Kits de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","428340 fs 30 99 0000 00 000 tapa deck lid cardboard 1120x1165x762 14332 241b export lid carboard",2,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29448",2022-03-24,"5500114659","26","stabilus","428579 as 30 99 0000 00 000 inserto ford damper 14306 damper ford dtp inserto",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f29449",2022-03-24,"4500877147","47","stabilus","341332 as 30 99 0000 00 000 inserto u611u625 13802 u611 341332 u625 charola armada",2000,"carton producto terminado carton","posted","Componentes de Empaque"
"f29450",2022-03-24,"4500909634","47","stabilus","927838 fs 30 99 0000 00 000 carton empaque tesla xda90 16487 xda90 927838 charola ensamblada",836,"carton producto terminado carton","posted","Componentes de Empaque"
"f29451",2022-03-24,"4500940520","47","stabilus","225910 fs 30 99 0000 00 000 listones triangular esquinero 102cm cardboard corner 102 cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f29451",2022-03-24,"4500940520","47","stabilus","226149 fs 30 99 0000 00 000 listones triangular esquinero 127cm esquinero 127cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f29451",2022-03-24,"4500940520","47","stabilus","225671 fs 30 99 0000 00 000 listones triangular esquinero 91cm esquinero 91cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f29452",2022-03-24,"4500956015","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",2400,"carton producto terminado carton","posted","Componentes de Empaque"
"f29453",2022-03-24,"4500965372","47","stabilus","723022 as 30 99 0000 00 000 carton empaque 723022 as 30 99 0000 00 000 carton empaque",60,"carton kit carton","posted","Otros"
